# frame time_sec x y dx dy
402.000000 13.401489 52.653043 29.922899 2.241519 -2.275553
403.000000 13.434826 52.825029 29.993627 2.413505 -2.204825
404.000000 13.468163 52.863759 29.122797 2.452234 -3.075655
405.000000 13.501500 52.925648 28.744767 2.514124 -3.453685
406.000000 13.534837 53.264688 28.525356 2.853163 -3.673096
407.000000 13.568174 53.433064 28.390100 3.021539 -3.808352
408.000000 13.601511 53.186478 28.750000 2.774954 -3.448452
409.000000 13.634848 53.373337 28.805753 2.961813 -3.392699
410.000000 13.668185 51.710061 28.941722 1.298536 -3.256730
411.000000 13.701522 53.076007 28.375763 2.664483 -3.822689
412.000000 13.734859 53.444902 28.834072 3.033377 -3.364380
413.000000 13.768196 53.104600 29.034342 2.693075 -3.164110
414.000000 13.801533 52.711137 29.032912 2.299613 -3.165540
415.000000 13.834870 52.458886 29.218391 2.047362 -2.980061
416.000000 13.868207 53.274487 29.168622 2.862962 -3.029830
417.000000 13.901544 53.624964 29.407248 3.213440 -2.791204
418.000000 13.934881 53.222566 29.216657 2.811042 -2.981795
419.000000 13.968218 53.182225 29.375070 2.770700 -2.823382
420.000000 14.001555 53.169192 29.034512 2.757668 -3.163940
421.000000 14.034892 54.516209 28.253429 4.104685 -3.945023
422.000000 14.068229 54.010420 28.799345 3.598895 -3.399107
423.000000 14.101566 54.459131 28.312975 4.047607 -3.885477
424.000000 14.134904 52.643933 29.035806 2.232409 -3.162646
425.000000 14.168241 52.005642 29.151763 1.594117 -3.046689
426.000000 14.201578 50.638615 30.821838 0.227091 -1.376614
427.000000 14.234915 51.705719 29.929761 1.294195 -2.268691
428.000000 14.268252 55.319277 27.913655 4.907753 -4.284797
429.000000 14.301589 54.756179 28.220441 4.344655 -3.978011
430.000000 14.334926 52.305449 29.083358 1.893925 -3.115094
431.000000 14.368263 53.391209 28.335008 2.979684 -3.863444
432.000000 14.401600 54.330110 29.032560 3.918585 -3.165892
433.000000 14.434937 54.774763 28.342269 4.363239 -3.856183
434.000000 14.468274 54.774763 28.342269 4.363239 -3.856183
435.000000 14.501611 53.267988 28.863447 2.856464 -3.335005
436.000000 14.534948 53.654349 28.738770 3.242824 -3.459682
437.000000 14.568285 52.118543 29.658405 1.707018 -2.540046
438.000000 14.601622 53.672727 28.233590 3.261203 -3.964862
439.000000 14.634959 52.757791 28.797285 2.346266 -3.401167
440.000000 14.668296 52.803104 28.296713 2.391580 -3.901739
441.000000 14.701633 52.525455 28.174946 2.113931 -4.023506
442.000000 14.734970 53.808078 28.559173 3.396553 -3.639278
443.000000 14.768307 53.850499 28.714419 3.438975 -3.484032
444.000000 14.801644 53.238390 28.970898 2.826866 -3.227554
445.000000 14.834981 53.238390 28.970898 2.826866 -3.227554
446.000000 14.868318 52.722418 28.612728 2.310893 -3.585724
447.000000 14.901655 53.270527 29.230086 2.859003 -2.968366
448.000000 14.934992 53.862583 29.174865 3.451059 -3.023587
